effectsizeID;studyID;y;v;Author;Intervention_Type;Year;RoB;y0;Comment_y0;Direction_category;Diretion_describe;Instrument;Instrument_cat;Instrument_dik;Instrument_dik_string;Mean_age;Lowest_age;Highest_age;Ungdom13;No_sessions;Gender;Design;Intervent;CntrlVSIntv;AcceptMindfulness;InterventRandomizedN;InterventPreN;InterventPostN;InterventFlwUpN;Control;ControlRandomizedN;ControlPreN;ControlPostN;ControlFlwUpN;ITT;Domain;Informant;InformantOther;InterventPreM;InterventPreSD;ControlPreM;ControlPreSD;InterventPostM;InterventPostSD;ControlPostM;ControlPostSD;InterventFlwUpM;InterventFlwUpSD;ControlFlwUpM;ControlFlwUpSD;InterventEndringSD;ControlEndringSD;FlwUpTime;EStype;EStypeOther;Effect_endring_;Effect_endring_innad_Intervensjon;Effect_endring_innad_Control;Effect_post_adj_baseline;Effect_post_crude;stat_sig_05;ESlowCI;EShighCI;PTSD;DiagSpec;TreatEl;Accept;AffWorkMemTrain;AltActEmAvoid;AskNeed;AwareEmPhy;BehavActiv;duplicate;ChallNegAssump;CoachSkillVal;CognDis;CognFlex;CommSkillTrain;ComplMood;Dilemma;CopeStressBehav;Depress;SoluNotHurt;DiscDilemm;DiscSelfC;DiscChall;DistAlarm;Distract;Downreg;EmDysreg;EmMan;EncourTeachEm;EnhancEmRecogn;EstabCop;EstabRout;EvalConc;ExplorTemp;ExplorThought;ExposEm;FocusEat;FocusSleep;FocusMind;FollowRules;FuncAdapt;FysRelax;Restruct;IdentFeel;InterrAlarm;AvoidSelfHarm;BehavMod;PersFin;AssessGoal;AssistReg;DevelAct;Lifestyle;BalanceSchoolRecr;KeepFriend;MentHealthSkill;Mindful;MindfExerc;NormExp;OrgSkill;SkillTrain;PhysExerc;PractAwar;ProblSolvU;PsychEd;RecognOthFeel;RecognTrigg;RestructRat;SayNo;SelfEstW;SelfExplorMon;SelfMon;SelfShooth;SetGoal;SlowBreath;SocSkillTrain;SocSuppPR;StratManStrong;Stress;StressInoc;TakDist;TeachAlarmAdapt;TeachRecognTrigg;TeachCognFlex;TeachFamSupp;TrainThought;TrainBehavReg;TrainCognSkill;TrainEmRecogn;TrainPrevMal;UndDevTemp;Unspec;UpregPos;ValTrain;OLifestyle;OMindful;OOrgSkills;OParSkillsTr;OParSuppGr;OProblSolvSk;OPsyched;OSelfExMon;OSocSkillsTr;OStressMan;OTrBehavReg;OTrCognFlex;OTrEmRecDiff;OTrPrevMal;OTrALRM;studieTrim;Other_measure;Measure_short_post;Measure_mid_post;Indicated;sub_anxiety_depr;Behavior_problems;Identified;OCD;elementPTSD;Suicidal;Bipolar;BorderlinePD;Ext_problems;ODD;ADHD;Anxiety;Depression;D_clinicians;D_psychologists;D_PhD;D_para;D_professional;D_doc_student;D_computer;D_audio;Psychoeducation;Individual_therapy;Family_therapy;Family_skills;Telephone_coaching;Group_interaction;Instruction_1on1;Multifamily;Child_parent;Work_shop;Role_play_child;Invivo_coaching;Unstructured_pay;Homework;Homework_reviewed;Parental_obs;Peer_feedback_child;Observing_peers;Reward_based;Important_others;Watch_video;I_normal;I_intensive;Sessions_1;Sessions_2;Sessions_3;Sessions_4;Duration_individual;Duration_short;Duration_long;Home;Hospital;School;Service_agency;Residential_facilities;Info_material;Edu_material;Org_material;Diary;Web_based_app;Media_clipps;Computer_prog;Arts_activity;Videobased;Vignette_discussion;Bug_in_ear;Presentation;Feeling_board;Feeling_dictionary;Element_repeat;Feedback_performance;Peer_qritique;Self_monitoring;Ext_monitoring;Regulary_support;Practitioner_influence;Culturally_sensitive;Multicomponent;Flexible;Individualized;Imp_Reminders;Imp_Acess_web;Imp_aduit_feedback;Imp_fidelity_ext;Imp_fidelity_local;Imp_strucutred_manual;Emoreg_effectsize;Intern_effectsize;Ext_effectsize;Time_first_PM_months;Time_last_FU_months;ControlGroup;Emoreg_sig;Intern_sig;Ext_sig
82;31;1,668665493;0,120938273;Shabani1;3;2019;1;-1,668665493; ;2;Higher scores denote lower levels of psychological flexibility;AFQ-Y8 The Avoidance and Fusion Questionnaire for Youth;2;2;no;14,96;12;18;2; ;Both boys and girls;1;ACT + SSRI group acceptance and commitment therapy;1;1;22;22;20;17;Continued SSRI;25;25;25;22;1;1;2; ;18,45;4,01;18,08;3,94;11,6;3,72;18,92;4,85;9,59;1,7;16,14;2,62; ; ;3; ; ; ; ; ; ; ;1; ; ;no;no;no;yes;no;no;no;no;no; ;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;yes;no;no;no;yes;no;no;no;no;yes;no;yes;no;36;Present;Present;Present;Not present;Not present;Not present;Present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Present;.;.;.;0;3;Active Control;its complicated - more than one measure of emoreg;its complicated - more than one measure of emoreg;Not measured
83;31;1,390804941;0,111492649;Shabani1;3;2019;1;1,390804941; ;1;Higher scores denote greater levels of mindfulness;CAMM Child and Adolescent Mindfulness Measure;4;1;yes;14,96;12;18;2; ;Both boys and girls;1;ACT + SSRI group acceptance and commitment therapy;1;1;22;22;20;17;Continued SSRI;25;25;25;22;1;1;2; ;24,77;3,84;23,88;4,31;29,45;4,01;23,36;4,65;33,47;3,18;22,5;3,69; ; ;3; ; ; ; ; ; ; ;1; ; ;no;no;no;yes;no;no;no;no;no; ;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;yes;no;no;no;yes;no;no;no;no;yes;no;yes;no;36;Present;Present;Present;Not present;Not present;Not present;Present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Present;.;.;.;0;3;Active Control;its complicated - more than one measure of emoreg;its complicated - more than one measure of emoreg;Not measured
84;31;1,180775289;0,108475105;Shabani2;1;2019;1;-1,180775289; ;2;Higher scores indicate a higher level of psychological inflexibility;AFQ-Y8 The Avoidance and Fusion Questionnaire for Youth;2;2;no;14,96;12;18;2; ;Both boys and girls;1;CBT + SSRI;1;0;22;22;19;16;Continued SSRI;25;25;25;22;1;1;2; ;18,86;4,6;18,08;3,94;13,74;3,68;18,92;4,85;12,38;2,83;16,14;2,62; ; ;3; ; ; ; ; ; ; ;1; ; ;no;yes;yes;no;no;no;no;no;no; ;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;yes;no;no;no;yes;no;no;no;no;yes;no;yes;no;36;Present;Present;Present;Not present;Not present;Not present;Present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Present;.;.;.;0;3;Active Control;its complicated - more than one measure of emoreg;its complicated - more than one measure of emoreg;Not measured
85;32;-0,2;0,036545455;Smith;1;2015;1;0,2;Calkulated Cambell;2;Virker som at de har brukt ruminition subscale, og: higher mean scores on each subscale imply a greater tendency to engage in the particular response style associated with the subscale;CRSQ Child Response Styles Questionnaire;6;2;no; ;12;18;2; ;.;1;C-CBT;1;0;55;55;55;49;Waiting list;57;57;55; ;2;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1,92; ;6;8;B; ;4,87; ; ; ; ; ; ;no;yes;no;no;no;no;no;no;yes; ;yes;no;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;yes;yes;yes;yes;no;yes;yes;no;no;no;21;Not present;Present;Not present;Present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;.;.;.;.;6;Waitinglist Control;Significant;Significant;.
86;34;0,760536285;0,02898607;Topper;6;2017;2;-0,760536285; ;2;Higher scores indicate higher levels of worry;Penn State Worry questionaire (PSWQ);7;2;no; ;15;22;2;1;Both boys and girls;1;Group RFCBT;1;1;82;82;73;70;Waitlist control;85;85;75;80;1;1;2; ;58,2;6,59;59,15;6,78;51,29;8,58;57,8;8,54;50,46;8,34;56,59;9,95; ; ;12;2; ; ;0,98;0,24; ; ; ; ; ;no;no;no;no;no;yes;no;no;yes; ;yes;no;no;yes;no;yes;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;yes;no;yes;yes;no;no;no;no;yes;yes;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;yes;no;no;no;yes;no;no;yes;no;yes;no;yes;no;no;no;no;yes;no;yes;no;no;yes;no;yes;no;no;yes;yes;no;no;yes;no;yes;yes;yes;no;no;yes;yes;yes;no;no;yes;yes;yes;yes;yes;24;Present;Present;Present;Present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Present;.;.;.;0;12;Waitinglist Control;its complicated - more than one measure of emoreg;its complicated - more than one measure of emoreg;Not Significant
87;34;0,596451848;0,028233838;Topper;6;2017;2;-0,596451848; ;2;Higher scores indicate higher levels of rumination;Ruminative Response Scale (RRS);6;2;no; ;15;22;2;1;Both boys and girls;1;Group RFCBT;1;1;82;82;73;70;Waitlist control;85;85;75;80;1;1;2; ;48,17;8,65;48,2;7,89;41,51;10,29;47,46;9,66;39,51;10,24;45,85;12,34; ; ;12;2; ; ;0,68;0,13; ; ; ; ; ;no;no;no;no;no;yes;no;no;yes; ;yes;no;no;yes;no;yes;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;yes;no;yes;yes;no;no;no;no;yes;yes;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;yes;no;no;no;yes;no;no;yes;no;yes;no;yes;no;no;no;no;yes;no;yes;no;no;yes;no;yes;no;no;yes;yes;no;no;yes;no;yes;yes;yes;no;no;yes;yes;yes;no;no;yes;yes;yes;yes;yes;24;Present;Present;Present;Present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Present;.;.;.;0;12;Waitinglist Control;its complicated - more than one measure of emoreg;its complicated - more than one measure of emoreg;Not Significant
88;34;0,668192077;0,028540344;Topper;6;2017;2;-0,668192077; ;2;Higher scores = More perserverative thinking;Perservative Thinking Questionnaire (PTQ);17;2;no; ;15;22;2;1;Both boys and girls;1;Group RFCBT;1;1;82;82;73;70;Waitlist control;85;85;75;80;1;1;2; ;34,35;6,84;35,11;6,75;29,75;8,7;35,38;8,15;28,37;9,24;33,48;9,47; ; ;12;2; ; ;0,54;0,06; ; ; ; ; ;no;no;no;no;no;yes;no;no;yes; ;yes;no;no;yes;no;yes;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;yes;no;yes;yes;no;no;no;no;yes;yes;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;yes;no;no;no;yes;no;no;yes;no;yes;no;yes;no;no;no;no;yes;no;yes;no;no;yes;no;yes;no;no;yes;yes;no;no;yes;no;yes;yes;yes;no;no;yes;yes;yes;no;no;yes;yes;yes;yes;yes;24;Present;Present;Present;Present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Present;.;.;.;0;12;Waitinglist Control;its complicated - more than one measure of emoreg;its complicated - more than one measure of emoreg;Not Significant
89;34;0,682318099;0,02922442;Topper;6;2017;2;-0,682318099; ;2;Higher scores indicate higher levels of worry;Penn State Worry questionaire (PSWQ);7;2;no; ;15;22;2;1;Both boys and girls;1;Internet RFCBT;1;1;84;84;70;68;Waitlist control;85;85;75;80;1;1;2; ;58,73;6,96;59,15;6,78;51,87;8,85;57,8;8,54;48,9;9,6;56,59;9,95; ; ;12;2; ; ;0,79;0,24; ; ; ; ; ;no;no;no;no;no;yes;no;no;yes; ;yes;no;no;yes;no;yes;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;yes;no;yes;yes;no;no;no;no;yes;yes;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;yes;no;no;no;yes;no;no;yes;no;yes;no;yes;no;no;no;no;yes;no;yes;no;no;yes;no;yes;no;no;yes;yes;no;no;yes;no;yes;yes;yes;no;no;yes;yes;yes;no;no;yes;yes;yes;yes;yes;24;Present;Present;Present;Present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Present;Present;Not present;Not present;Not present;Present;.;.;.;0;12;Waitinglist Control;its complicated - more than one measure of emoreg;its complicated - more than one measure of emoreg;Not Significant
90;34;0,588401607;0,028812897;Topper;6;2017;2;-0,588401607; ;2;Higher scores indicate higher levels of rumination;Ruminative Response Scale (RRS);6;2;no; ;15;22;2;1;Both boys and girls;1;Internet RFCBT;1;1;84;84;70;68;Waitlist control;85;85;75;80;1;1;2; ;48,29;8,1;48,2;7,89;41,81;9,54;47,46;9,66;39,88;10,51;45,85;12,34; ; ;12;2; ; ;0,71;0,13; ; ; ; ; ;no;no;no;no;no;yes;no;no;yes; ;yes;no;no;yes;no;yes;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;yes;no;yes;yes;no;no;no;no;yes;yes;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;yes;no;no;no;yes;no;no;yes;no;yes;no;yes;no;no;no;no;yes;no;yes;no;no;yes;no;yes;no;no;yes;yes;no;no;yes;no;yes;yes;yes;no;no;yes;yes;yes;no;no;yes;yes;yes;yes;yes;24;Present;Present;Present;Present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Present;Present;Not present;Not present;Not present;Present;.;.;.;0;12;Waitinglist Control;its complicated - more than one measure of emoreg;its complicated - more than one measure of emoreg;Not Significant
91;34;0,554474412;0,028679192;Topper;6;2017;2;-0,554474412; ;2;Higher scores = More perserverative thinking;Perservative Thinking Questionnaire (PTQ);17;2;no; ;15;22;2;1;Both boys and girls;1;Internet RFCBT;1;1;84;84;70;68;Waitlist control;85;85;75;80;1;1;2; ;34,64;8,38;35,11;6,75;30,54;9,31;35,38;8,15;27,43;8,64;33,48;9,47; ; ;12;2; ; ;0,42;0,06; ; ; ; ; ;no;no;no;no;no;yes;no;no;yes; ;yes;no;no;yes;no;yes;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;yes;no;yes;yes;no;no;no;no;yes;yes;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;yes;no;no;no;yes;no;no;yes;no;yes;no;yes;no;no;no;no;yes;no;yes;no;no;yes;no;yes;no;no;yes;yes;no;no;yes;no;yes;yes;yes;no;no;yes;yes;yes;no;no;yes;yes;yes;yes;yes;24;Present;Present;Present;Present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Present;Present;Not present;Not present;Not present;Present;.;.;.;0;12;Waitinglist Control;its complicated - more than one measure of emoreg;its complicated - more than one measure of emoreg;Not Significant
98;36;-0,097907632;0,10037045;Whineman;2;2009;2;0,097907632; ;2;Higher scores indicate greater impairment/challenges;Toronto Alexithymia Scale (TAS-20);1;2;no; ;14;18;2;4;Girls only;3;DBT-based journal writing;1;1; ;21;21; ;Treatment as usual; ;19;19; ;3;1;2; ;61,1;13,4;56;10,8;56,5;14,1;55,2;12,3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;no;no;no;no;no;no;no;yes;no; ;no;no;no;yes;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;yes;no;no;no;no;yes;yes;yes;no;29;Present;Present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Present;Not present;Not present;Not present;Present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;.;.;.;0;0;Waitinglist Control;its complicated - more than one measure of emoreg;its complicated - more than one measure of emoreg;Not Significant
99;36;0,542269186;0,103926325;Whineman;2;2009;2;-0,542269186; ;2;Higher scores reflect greater impairment or dysregulation;Difficulties in Emotion Regulation Scale (DERS);17;2;no; ;14;18;2;4;Girls only;3;DBT-based journal writing;1;1; ;21;21; ;Treatment as usual; ;19;19; ;3;1;2; ;116,9;27,7;120,6;23,2;101,3;24,9;115,3;26,8; ; ; ; ;24,4;16,7; ;3; ;-1,5; ; ; ; ;2; ; ;no;no;no;no;no;no;no;yes;no; ;no;no;no;yes;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;yes;no;no;no;no;yes;yes;yes;no;29;Present;Present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Present;Not present;Not present;Not present;Present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;.;.;.;0;0;Waitinglist Control;its complicated - more than one measure of emoreg;its complicated - more than one measure of emoreg;Not Significant
100;37;0,675453533;0,052387884;Whiteside;2;2010;2;-0,675453533; ;2;Higher scores reflect greater impairment or dysregulation;Difficulties in Emotion Regulation Scale (DERS);17;2;no;18,92;17;26;2; ;Both boys and girls;1;DBT-BASICS;1;1;67;43;38;31;Relaxation Control Condition;66;53;43;34;3;1;2; ;90,73;21,98;97,18;22,27;82,59;20,98;99,28;27,58;79,37;22,07;91,02;21,45; ; ;3;2; ; ; ; ; ;0,56;1; ; ;no;no;no;no;no;yes;no;yes;no; ;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;yes;no;yes;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;yes;no;no;no;no;yes;yes;no;no;no;no;yes;yes;no;27;Present;Present;Not present;Present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Present;Not present;Present;Present;Not present;Not present;.;.;.;1;3;Active Control;its complicated - more than one measure of emoreg;its complicated - more than one measure of emoreg;Not measured
